layer,gamma,r2,rmse_log_ratio,drop_rate,ppl_mean,ppl_std
17,4.814342085313537,0.9921445075957651,0.007016209574888494,0.0,12.388739769105376,0.0
17,4.814342085313537,0.9921445075957651,0.007016209574888494,0.005,12.600960407155887,0.04315331059447041
17,4.814342085313537,0.9921445075957651,0.007016209574888494,0.01,13.01415328380677,0.054853945591234535
17,4.814342085313537,0.9921445075957651,0.007016209574888494,0.02,13.724353047752698,0.1166755752820272
17,4.814342085313537,0.9921445075957651,0.007016209574888494,0.03,14.149670676309618,0.045933998528850405
17,4.814342085313537,0.9921445075957651,0.007016209574888494,0.05,15.838914444706921,0.07215470785450387
18,4.568423718699505,0.9986879568983432,0.0026749388427056036,0.0,12.388739769105376,0.0
18,4.568423718699505,0.9986879568983432,0.0026749388427056036,0.005,12.64100797790501,0.030689981574903453
18,4.568423718699505,0.9986879568983432,0.0026749388427056036,0.01,12.925516521154757,0.057912050121078876
18,4.568423718699505,0.9986879568983432,0.0026749388427056036,0.02,13.630295181134827,0.08140997910706707
18,4.568423718699505,0.9986879568983432,0.0026749388427056036,0.03,14.211274254818989,0.07411350234666864
18,4.568423718699505,0.9986879568983432,0.0026749388427056036,0.05,15.554640081848163,0.08152057852305149
19,8.97110273277586,0.9953731687084115,0.00995115822006829,0.0,12.388739769105376,0.0
19,8.97110273277586,0.9953731687084115,0.00995115822006829,0.005,12.969025847845522,0.06675040049931585
19,8.97110273277586,0.9953731687084115,0.00995115822006829,0.01,13.45058065030319,0.2000757990405719
19,8.97110273277586,0.9953731687084115,0.00995115822006829,0.02,14.59997931217386,0.10161814793068
19,8.97110273277586,0.9953731687084115,0.00995115822006829,0.03,16.44934791482982,0.1446591111632097
19,8.97110273277586,0.9953731687084115,0.00995115822006829,0.05,19.37926192116633,0.2337325760095792
20,8.707209149172725,0.999466641825535,0.0032453369121707393,0.0,12.388739769105376,0.0
20,8.707209149172725,0.999466641825535,0.0032453369121707393,0.005,12.94520169256104,0.06897160027379622
20,8.707209149172725,0.999466641825535,0.0032453369121707393,0.01,13.439700528593306,0.1478796768605544
20,8.707209149172725,0.999466641825535,0.0032453369121707393,0.02,14.709355249586503,0.05123926758025412
20,8.707209149172725,0.999466641825535,0.0032453369121707393,0.03,16.14840004542293,0.21688680171649607
20,8.707209149172725,0.999466641825535,0.0032453369121707393,0.05,19.14280770293514,0.26867365130052934
21,8.572695333576288,0.9965637799678146,0.007736832460185222,0.0,12.388739769105376,0.0
21,8.572695333576288,0.9965637799678146,0.007736832460185222,0.005,13.051492266883846,0.038529446625025734
21,8.572695333576288,0.9965637799678146,0.007736832460185222,0.01,13.537958650726589,0.14861457684902293
21,8.572695333576288,0.9965637799678146,0.007736832460185222,0.02,14.894721397310642,0.2027651058612916
21,8.572695333576288,0.9965637799678146,0.007736832460185222,0.03,16.017757352994934,0.18030867832345066
21,8.572695333576288,0.9965637799678146,0.007736832460185222,0.05,18.896139974800477,0.411075061680738
22,8.7795554604514,0.9959545070706972,0.008504089136955075,0.0,12.388739769105376,0.0
22,8.7795554604514,0.9959545070706972,0.008504089136955075,0.005,13.081402585902266,0.09710936497757285
22,8.7795554604514,0.9959545070706972,0.008504089136955075,0.01,13.714496623258045,0.09660840405483975
22,8.7795554604514,0.9959545070706972,0.008504089136955075,0.02,14.835089984928237,0.19572580788579919
22,8.7795554604514,0.9959545070706972,0.008504089136955075,0.03,16.13303478399274,0.14054258804301262
22,8.7795554604514,0.9959545070706972,0.008504089136955075,0.05,19.099803929827576,0.11554310307941999
23,7.035924802489141,0.9987992836350926,0.00400289486630371,0.0,12.388739769105376,0.0
23,7.035924802489141,0.9987992836350926,0.00400289486630371,0.005,12.762163278414064,0.04486964360037773
23,7.035924802489141,0.9987992836350926,0.00400289486630371,0.01,13.21711152928935,0.020391187694370278
23,7.035924802489141,0.9987992836350926,0.00400289486630371,0.02,14.21717150720795,0.0745546839337982
23,7.035924802489141,0.9987992836350926,0.00400289486630371,0.03,15.34172627526562,0.11403596474824673
23,7.035924802489141,0.9987992836350926,0.00400289486630371,0.05,17.63446997575257,0.18294178568891029
24,7.406886115943058,0.9972041203883018,0.006433215062179572,0.0,12.388739769105376,0.0
24,7.406886115943058,0.9972041203883018,0.006433215062179572,0.005,12.859086627074722,0.07335538283838224
24,7.406886115943058,0.9972041203883018,0.006433215062179572,0.01,13.219166597523431,0.06304397703655253
24,7.406886115943058,0.9972041203883018,0.006433215062179572,0.02,14.366944180797825,0.14519677796787303
24,7.406886115943058,0.9972041203883018,0.006433215062179572,0.03,15.3390253736114,0.14258437611616168
24,7.406886115943058,0.9972041203883018,0.006433215062179572,0.05,18.067271810253903,0.6149289174194332
25,6.971705863809694,0.997255802539306,0.005861841194286153,0.0,12.388739769105376,0.0
25,6.971705863809694,0.997255802539306,0.005861841194286153,0.005,12.782078394445142,0.07904535488731616
25,6.971705863809694,0.997255802539306,0.005861841194286153,0.01,13.237490685305639,0.07442828814672024
25,6.971705863809694,0.997255802539306,0.005861841194286153,0.02,14.406067135904879,0.16316116923930318
25,6.971705863809694,0.997255802539306,0.005861841194286153,0.03,15.211971826060008,0.1657982237834216
25,6.971705863809694,0.997255802539306,0.005861841194286153,0.05,17.534437911501012,0.075466808413357
26,6.971612889620488,0.9959977905401003,0.007078428258411478,0.0,12.388739769105376,0.0
26,6.971612889620488,0.9959977905401003,0.007078428258411478,0.005,12.72701312376954,0.05760065388065427
26,6.971612889620488,0.9959977905401003,0.007078428258411478,0.01,13.452164097057524,0.07920628827056603
26,6.971612889620488,0.9959977905401003,0.007078428258411478,0.02,14.19928693596195,0.1021175468498078
26,6.971612889620488,0.9959977905401003,0.007078428258411478,0.03,15.210569843953278,0.14791691794321046
26,6.971612889620488,0.9959977905401003,0.007078428258411478,0.05,17.58791895967515,0.47942448325423803
27,10.067303110242321,0.9923626674596392,0.01469143691710574,0.0,12.388739769105376,0.0
27,10.067303110242321,0.9923626674596392,0.01469143691710574,0.005,12.897046203073751,0.0751846093779154
27,10.067303110242321,0.9923626674596392,0.01469143691710574,0.01,13.784557663702097,0.1594807683842184
27,10.067303110242321,0.9923626674596392,0.01469143691710574,0.02,14.782179274786374,0.24396800686703904
27,10.067303110242321,0.9923626674596392,0.01469143691710574,0.03,16.597468053216552,0.36216634681116466
27,10.067303110242321,0.9923626674596392,0.01469143691710574,0.05,20.812775066976496,0.38709221255590914
28,10.194297898710039,0.9938854259278829,0.012906935983794731,0.0,12.388739769105376,0.0
28,10.194297898710039,0.9938854259278829,0.012906935983794731,0.005,13.020076455626182,0.07137472718354787
28,10.194297898710039,0.9938854259278829,0.012906935983794731,0.01,13.51581921394947,0.06558268722814885
28,10.194297898710039,0.9938854259278829,0.012906935983794731,0.02,15.163424487074451,0.25253225385150635
28,10.194297898710039,0.9938854259278829,0.012906935983794731,0.03,17.20568714904149,0.02702259467984042
28,10.194297898710039,0.9938854259278829,0.012906935983794731,0.05,20.424697662107892,0.5022492570874593
29,10.431586797924973,0.9985501661692467,0.0064754904679235415,0.0,12.388739769105376,0.0
29,10.431586797924973,0.9985501661692467,0.0064754904679235415,0.005,13.042112295287154,0.0843471932340591
29,10.431586797924973,0.9985501661692467,0.0064754904679235415,0.01,13.652224768571193,0.15997804268833155
29,10.431586797924973,0.9985501661692467,0.0064754904679235415,0.02,15.097443162831803,0.129205445448253
29,10.431586797924973,0.9985501661692467,0.0064754904679235415,0.03,17.03786024839179,0.2087878104414189
29,10.431586797924973,0.9985501661692467,0.0064754904679235415,0.05,20.922395344608216,0.2880957722029776
30,10.427393531008569,0.9946202294316786,0.012764808896394218,0.0,12.388739769105376,0.0
30,10.427393531008569,0.9946202294316786,0.012764808896394218,0.005,13.0203717490661,0.12013138781787168
30,10.427393531008569,0.9946202294316786,0.012764808896394218,0.01,13.617109446590447,0.08746113952725044
30,10.427393531008569,0.9946202294316786,0.012764808896394218,0.02,15.06698707007928,0.09369196444357267
30,10.427393531008569,0.9946202294316786,0.012764808896394218,0.03,16.66768498673814,0.32525160480182114
30,10.427393531008569,0.9946202294316786,0.012764808896394218,0.05,21.22458747915888,0.18390376343736048
